Anexo;Segmento;item;CEST;NCM;Descrição
VIII;ENERGIA ELÉTRICA;10;700100;2716.00.00;"Energia elétrica "
IX;FERRAMENTAS;10;800100;4016.99.90;Ferramentas de borracha vulcanizada não endurecida
IX;FERRAMENTAS;20;800200;4417.00.10 4417.00.90;Ferramentas, armações e cabos de ferramentas, de madeira
IX;FERRAMENTAS;30;800300;6804;Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias
IX;FERRAMENTAS;40;800400;8201;Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras machados, podões e ferramentas semelhantes com gume tesouras de podar de todos os tipos foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura
IX;FERRAMENTAS;50;800500;8202.20.00;Folhas de serras de fita
IX;FERRAMENTAS;60;800600;8202.91.00;Lâminas de serras máquinas
IX;FERRAMENTAS;70;800700;8202;Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00
IX;FERRAMENTAS;80;800800;8203;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90
IX;FERRAMENTAS;90;800900;8204;Chaves de porcas, manuais (incluídas as chaves dinamométricas) chaves de caixa intercambiáveis, mesmo com cabos
IX;FERRAMENTAS;100;801000;8205;Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas bigornas forjas-portáteis mós com armação, manuais ou de pedal
IX;FERRAMENTAS;110;801100;8206.00.00;Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho
IX;FERRAMENTAS;120;801200;8207.40 8207.60 8207.70;Ferramentas de roscar interior ou exteriormente de mandrilar ou de brochar e de fresar
IX;FERRAMENTAS;130;801300;8207;Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00
IX;FERRAMENTAS;140;801400;8208;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos
IX;FERRAMENTAS;150;801500;8209.00.11;Plaquetas ou pastilhas intercambiáveis
IX;FERRAMENTAS;160;801600;8209.00;Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (“cermets”), exceto as classificadas no CEST 08.015.00
IX;FERRAMENTAS;170;801700;8211;Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico
IX;FERRAMENTAS;180;801800;8213;Tesouras e suas lâminas
IX;FERRAMENTAS;190;801900;8467;Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01
IX;FERRAMENTAS;191;801901;8467.81.00;Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola
IX;FERRAMENTAS;200;802000;9015;Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas telêmetros
IX;FERRAMENTAS;210;802100;"9017.20.009017.309017.809017.90.90";Instrumentos de desenho, de traçado ou de cálculo metros, micrômetros, paquímetros, calibres e semelhantes partes e acessórios
IX;FERRAMENTAS;220;802200;"9025.11.909025.90.10";Termômetros, suas partes e acessórios
IX;FERRAMENTAS;230;802300;"9025.199025.90.90";"Pirômetros, suas partes e acessórios "
X;LÂMPADAS, REATORES E “STARTER”;10;900100;8539;Lâmpadas elétricas
X;LÂMPADAS, REATORES E “STARTER”;20;900200;8540;Lâmpadas eletrônicas
X;LÂMPADAS, REATORES E “STARTER”;30;900300;8504.10.00;Reatores para lâmpadas ou tubos de descargas
X;LÂMPADAS, REATORES E “STARTER”;40;900400;8536.50;“Starter”
X;LÂMPADAS, REATORES E “STARTER”;50;900500;8539.50.00;"Lâmpadas de LED (Diodos Emissores de Luz) "
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;10;1000100;2522;Cal
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;20;1000200;"3816.00.13824.50.00";Argamassas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;30;1000300;3214.90.00;Outras argamassas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;40;1000400;3910.00;Silicones em formas primárias, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;50;1000500;3916;Revestimentos de PVC e outros plásticos forro, sancas e afins de PVC, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;60;1000600;3917;Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;70;1000700;3918;Revestimento de pavimento de PVC e outros plásticos
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;80;1000800;3919;Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plásticos, mesmo em rolos, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;90;1000900;"391939203921";Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;100;1001000;3921;Telha de plástico, mesmo reforçada com fibra de vidro
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;110;1001100;3921;Cumeeira de plástico, mesmo reforçada com fibra de vidro
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;120;1001200;3921;Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos no CEST 10.010.00 e 10.011.00
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;130;1001300;3922;Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;140;1001400;3924;Artefatos de higiene/toucador de plástico, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;150;1001500;3925.10.00;Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;160;1001600;3925.90;Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;170;1001700;"3925.10.003925.90";Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;180;1001800;3925.20.00;Portas, janelas e seus caixilhos, alizares e soleiras
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;190;1001900;3925.30.00;Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;200;1002000;3926.90;Outras obras de plástico, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;210;1002100;4814;Papel de parede e revestimentos de parede semelhantes papel para vitrais
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;220;1002200;6810.19.00;Telhas de concreto
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;230;1002300;6811;REVOGADO
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;240;1002400;6811;Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto.
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;250;1002500;6901.00.00;Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;260;1002600;6902;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;270;1002700;6904;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;280;1002800;6905;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;290;1002900;6906.00.00;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;300;1003000;6907;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;301;1003001;6907;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte, exceto os descritos CEST 10.030.00
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;310;1003100;6910;Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;320;1003200;6912.00.00;Artefatos de higiene/toucador de cerâmica
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;330;1003300;7003;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;340;1003400;7004;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;350;1003500;7005;Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;360;1003600;7007.19.00;Vidros temperados
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;370;1003700;7007.29.00;Vidros laminados
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;380;1003800;7008;Vidros isolantes de paredes múltiplas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;390;1003900;7016;Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção cubos, pastilhas e outros artigos semelhantes
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;400;1004000;7214.20.00;Barras próprias para construções, exceto vergalhões
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;410;1004100;7308.90.10;Outras barras próprias para construções, exceto vergalhões
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;420;1004200;7214.20.00;Vergalhões
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;430;1004300;"72137308.90.10";Outros vergalhões
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;440;1004400;"7217.10.907312";Fios de ferro ou aço não ligados, não revestidos, mesmo polidos cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;450;1004500;7217.20.10;Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;451;1004501;7217.20.90;Outros fios de ferro ou aço, não ligados, galvanizados
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;460;1004600;7307;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;470;1004700;7308.30.00;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;480;1004800;"7308.40.007308.90";Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;490;1004900;7308.40.00;Treliças de aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;500;1005000;7308.90.90;Telhas metálicas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;510;1005100;7310;Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço próprias para a construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;520;1005200;7313.00.00;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;530;1005300;7314;Telas metálicas, grades e redes, de fios de ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;540;1005400;7315.11.00;Correntes de rolos, de ferro fundido, ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;550;1005500;7315.12.90;Outras correntes de elos articulados, de ferro fundido, ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;560;1005600;7315.82.00;Correntes de elos soldados, de ferro fundido, de ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;570;1005700;7317.00;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;580;1005800;7318;Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;590;1005900;7323;Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;591;1005901;7323;Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;600;1006000;7324;Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;610;1006100;7325;Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;620;1006200;7326;Abraçadeiras
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;630;1006300;7407;Barras de cobre
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;640;1006400;7411.10.10;Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;650;1006500;7412;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;660;1006600;7415;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;670;1006700;7418.20.00;Artefatos de higiene/toucador de cobre, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;680;1006800;7607.19.90;Manta de subcobertura aluminizada
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;690;1006900;7608;Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;700;1007000;7609.00.00;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;710;1007100;7610;Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406 chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;720;1007200;7615.20.00;Artefatos de higiene/toucador de alumínio, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;730;1007300;7616;Outras obras de alumínio, próprias para construções, incluídas as persianas
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;740;1007400;8302.41.00;Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;750;1007500;8301;Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns exceto os de uso automotivo
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;760;1007600;8302.10.00;Dobradiças de metais comuns, de qualquer tipo
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;770;1007700;8307;Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;780;1007800;8311;Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;790;1007900;8481;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes
XI;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;800;1008000;7009;"Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo "
XII;MATERIAIS DE LIMPEZA;10;1100100;"2828.90.112828.90.193206.41.003402.20.003808.94.19";Água sanitária, branqueador e outros alvejantes
XII;MATERIAIS DE LIMPEZA;20;1100200;3401.20.90;Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas
XII;MATERIAIS DE LIMPEZA;30;1100300;3401.20.90;Sabões líquidos para lavar roupas
XII;MATERIAIS DE LIMPEZA;40;1100400;3402.20.00;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes
XII;MATERIAIS DE LIMPEZA;50;1100500;3402.20.00;Detergentes líquidos, exceto para lavar roupa
XII;MATERIAIS DE LIMPEZA;60;1100600;3402.20.00;Detergente líquido para lavar roupa
XII;MATERIAIS DE LIMPEZA;70;1100700;3402;Outros agentes orgânicos de superfície (exceto sabões) preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00 em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg
XII;MATERIAIS DE LIMPEZA;80;1100800;3809.91.90;Amaciante/suavizante
XII;MATERIAIS DE LIMPEZA;90;1100900;"3924.10.003924.90.006805.30.106805.30.90";Esponjas para limpeza
XII;MATERIAIS DE LIMPEZA;100;1101000;"22072208.90.00";Álcool etílico para limpeza
XII;MATERIAIS DE LIMPEZA;110;1101100;7323.10.00;Esponjas e palhas de aço esponjas para limpeza, polimento ou uso semelhantes todas de uso doméstico
XII;MATERIAIS DE LIMPEZA;120;1101200;3923.2;"Sacos de lixo de conteúdo igual ou inferior a 100 litros "
XIII;MATERIAIS ELÉTRICOS;10;1200100;8504;Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00 exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo
XIII;MATERIAIS ELÉTRICOS;20;1200200;8516;Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00
XIII;MATERIAIS ELÉTRICOS;30;1200300;8535;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo
XIII;MATERIAIS ELÉTRICOS;40;1200400;8536;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V conectores para fibras ópticas, feixes ou cabos de fibras ópticas exceto “starter” classificado na subposição 8536.50 e os de uso automotivo
XIII;MATERIAIS ELÉTRICOS;50;1200500;8538;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536
XIII;MATERIAIS ELÉTRICOS;60;1200600;7413.00.00;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo
XIII;MATERIAIS ELÉTRICOS;70;1200700;"854476057614";Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção fios e cabos telefônicos e para transmissão de dados cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos exceto os de uso automotivo
XIII;MATERIAIS ELÉTRICOS;80;1200800;8546;Isoladores de qualquer matéria, para usos elétricos
XIII;MATERIAIS ELÉTRICOS;90;1200900;8547;"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente "
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;10;1300100;"30033004";Medicamentos de referência - positiva, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;11;1300101;"30033004";Medicamentos de referência - negativa, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;12;1300102;"30033004";Medicamentos de referência - neutra, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;20;1300200;"30033004";Medicamentos genérico - positiva, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;21;1300201;"30033004";Medicamentos genérico - negativa, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;22;1300202;"30033004";Medicamentos genérico - neutra, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;30;1300300;"30033004";Medicamentos similar - positiva, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;31;1300301;"30033004";Medicamentos similar - negativa, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;32;1300302;"30033004";Medicamentos similar - neutra, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;40;1300400;"30033004";Outros tipos de medicamentos - positiva, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;41;1300401;"30033004";Outros tipos de medicamentos - negativa, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;42;1300402;"30033004";Outros tipos de medicamentos - neutra, exceto para uso veterinário
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;50;1300500;3006.60.00;Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;51;1300501;3006.60.00;Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;52;1300502;3006.60.00;Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;53;1300503;3006.60.00;Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;54;1300504;3006.60.00;Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;55;1300505;3006.60.00;Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;60;1300600;2936;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;70;1300700;3006.30;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;71;1300701;3006.30;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;80;1300800;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;81;1300801;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa
