CFOP;Descrição Resumida do CFOP;Aplicação
2101;2.101 - Compra p/ industrialização ou produção rural;"Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, bem como a entrada de mercadoria em estabelecimento industrial ou produtor rural de cooperativa, recebida de seus cooperados ou de estabelecimento de outra cooperativa.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2102;2.102 - Compra p/ comercialização;Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa recebidas de seus cooperados ou de estabelecimento de outra cooperativa.
2111;2.111 - Compra p/ industrialização de mercadoria recebida anteriormente em consignação industrial;Classificam-se neste código as compras efetivas de mercadorias a serem utilizadas em processo de industrialização, recebidas anteriormente a título de consignação industrial.
2113;2.113 - Compra p/ comercialização, de mercadoria recebida anteriormente em consignação mercantil;Classificam-se neste código as compras efetivas de mercadorias recebidas anteriormente a título de consignação mercantil.
2116;2.116 - Compra p/ industrialização ou produção rural originada de encomenda p/ recebimento futuro;"Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código ""2.922 – Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro"".(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2117;2.117 - Compra p/ comercialização originada de encomenda p/ recebimento futuro;Classificam-se neste código as compras de mercadorias a serem comercializadas, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código 2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.
2118;2.118 - Compra de mercadoria p/ comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem;Classificam-se neste código as compras de mercadorias já comercializadas, que, sem transitar pelo estabelecimento do adquirente originário, sejam entregues pelo vendedor remetente diretamente ao destinatário, em operação de venda à ordem, cuja venda seja classificada, pelo adquirente originário, no código 6.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem.
2120;2.120 - Compra p/ industrialização, em venda à ordem, já recebida do vendedor remetente;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, em vendas à ordem, já recebidas do vendedor remetente, por ordem do adquirente originário.
2121;2.121 - Compra p/ comercialização, em venda à ordem, já recebida do vendedor remetente;Classificam-se neste código as compras de mercadorias a serem comercializadas, em vendas à ordem, já recebidas do vendedor remetente por ordem do adquirente originário.
2122;2.122 - Compra p/ industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, remetidas pelo fornecedor para o industrializador sem que a mercadoria tenha transitado pelo estabelecimento do adquirente.
2124;2.124 - Industrialização efetuada por outra empresa;Classificam-se neste código as entradas de mercadorias industrializadas por terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos 2.551 - Compra de bem para o ativo imobilizado ou 2.556 - Compra de material para uso ou consumo.
2125;2.125 - Industrialização efetuada por outra empresa quando a mercadoria remetida p/ utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria;Classificam-se neste código as entradas de mercadorias industrializadas por outras empresas, em que as mercadorias remetidas para utilização no processo de industrialização não transitaram pelo estabelecimento do adquirente das mercadorias, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos 2.551 - Compra de bem para o ativo imobilizado ou 2.556 - Compra de material para uso ou consumo.
2126;2.126 - Compra p/ utilização na prestação de serviço sujeita ao ICMS;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ICMS (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010). efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011
2128;2.128 - Compra p/ utilização na prestação de serviço sujeita ao ISSQN;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011
2131;2.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo;Classificam-se neste código as entradas de mercadorias com previsão de posterior ajuste ou fixação de preço, proveniente de cooperado, bem como proveniente de outra cooperativa, em que a saída tenha sido classificada no código “6.131 - Remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
2132;2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização;Classificam-se neste código as entradas para comercialização referentes a fixação de preço de produção do estabelecimento do produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo cuja saída tenha sido classificada sob o código “6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
2135;2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização;Classificam-se neste código as entradas para industrialização referentes a fixação de preço de produção do estabelecimento do produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo cuja saída tenha sido classificada sob o código “6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
2151;2.151 - Transferência p/ industrialização ou produção rural;"Entrada de mercadoria, recebida em transferência de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrialização ou produção rural.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2152;2.152 - Transferência p/ comercialização;Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.
2153;2.153 - Transferência de energia elétrica p/ distribuição;Classificam-se neste código as entradas de energia elétrica recebida em transferência de outro estabelecimento da mesma empresa, para distribuição.
2154;2.154 - Transferência p/ utilização na prestação de serviço;Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas nas prestações de serviços.
2159;2.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;"Classificam-se neste código as entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no código ""6.159 – Fornecimento de produção do estabelecimento de ato cooperativo” ou “6.160 – Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo”."
2201;2.201 - Devolução de venda de produção do estabelecimento;"Devolução de venda de produto industrializado ou produzido pelo estabelecimento, cuja saída tenha sido classificada no código ""6.101 - Venda de produção do estabelecimento"".(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2202;2.202 - Devolução de venda de mercadoria adquirida ou recebida de terceiros;Devolução de vendas de mercadoria, adquirida ou recebida de terceiro, que não tenham sido objeto de industrialização no estabelecimento, cuja saída tenha sido classificada como Venda de mercadoria adquirida ou recebida de terceiros.
2203;2.203 - Devolução de venda de produção do estabelecimento destinada à ZFM ou ALC;"Devolução de venda de produto industrializado ou produzido pelo estabelecimento, cuja saída tenha sido classificada no código ""6.109 – Venda de produção do estabelecimento destinada à Zona Franca de Manaus ou Áreas de Livre Comércio"".(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2204;2.204 - Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à ZFM ou ALC;Devolução de venda de mercadoria adquirida ou recebida de terceiro, cuja saída tenha sido classificada no código “6.110 - Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio”.
2205;2.205 - Anulação de valor relativo à prestação de serviço de comunicação;Anulação correspondente a valor faturado indevidamente, decorrente de prestação de serviço de comunicação.
2206;2.206 - Anulação de valor relativo à prestação de serviço de transporte;Anulação correspondente a valor faturado indevidamente, decorrente de prestação de serviço de transporte.
2207;2.207 - Anulação de valor relativo à venda de energia elétrica;Anulação correspondente a valor faturado indevidamente, decorrente de venda de energia elétrica.
2208;2.208 - Devolução de produção do estabelecimento, remetida em transferência.;"Devolução de produto industrializado ou produzido pelo estabelecimento e transferido para outro estabelecimento da mesma empresa.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2209;2.209 - Devolução de mercadoria adquirida ou recebida de terceiros e remetida em transferência;Devolução de mercadoria adquirida ou recebida de terceiros, transferidas para outros estabelecimentos da mesma empresa.
2212;2.212 - Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped);Classificam-se neste código as devoluções de vendas de produtos industrializados e insumos importados pelo estabelecimento. (AJUSTE SINIEF 5, DE 7 DE MARÇO DE 2016) efeitos a partir de 1º de abril de 2016.
2213;2.213 - Devolução de remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço, em ato cooperativo;Classificam-se neste código as devoluções de remessa que tenham sido classificadas no código “6.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
2214;2.214 - Devolução de fixação de preço de produção do estabelecimento produtor, de ato cooperativo;Classificam-se neste código as devoluções de fixação de preço de produção do estabelecimento produtor cuja saída tenha sido classificada no código “6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
2215;2.215 - Devolução de fornecimento de produção do estabelecimento de ato cooperativo;Classificam-se neste código as devoluções de fornecimentos de produtos industrializados ou produzidos pelo próprio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujas saídas tenham sido classificadas no código 6.159 - Fornecimento de produção do estabelecimento de ato cooperativo.
2216;2.216 - Devolução de fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo;Classificam-se neste código as devoluções de fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujas saídas tenham sido classificadas no código 6.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo.
2251;2.251 - Compra de energia elétrica p/ distribuição ou comercialização;Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição com seus cooperados.
2252;2.252 - Compra de energia elétrica por estabelecimento industrial;Classificam-se neste código as compras de energia elétrica utilizada no processo de industrialização. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento industrial de cooperativa.
2253;2.253 - Compra de energia elétrica por estabelecimento comercial;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento comercial. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento comercial de cooperativa.
2254;2.254 - Compra de energia elétrica por estabelecimento prestador de serviço de transporte;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de transporte.
2255;2.255 - Compra de energia elétrica por estabelecimento prestador de serviço de comunicação;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de comunicação.
2256;2.256 - Compra de energia elétrica por estabelecimento de produtor rural;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento de produtor rural.
2257;2.257 - Compra de energia elétrica p/ consumo por demanda contratada;Classificam-se neste código as compras de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.
2301;2.301 - Aquisição de serviço de comunicação p/ execução de serviço da mesma natureza;Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.
2302;2.302 - Aquisição de serviço de comunicação por estabelecimento industrial;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.
2303;2.303 - Aquisição de serviço de comunicação por estabelecimento comercial;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.
2304;2.304 - Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte;Classificam-se neste código as aquisições de serviços de comunicação utilizado por estabelecimento prestador de serviço de transporte.
2305;2.305 - Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.
2306;2.306 - Aquisição de serviço de comunicação por estabelecimento de produtor rural;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.
2351;2.351 - Aquisição de serviço de transporte p/ execução de serviço da mesma natureza;Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.
2352;2.352 - Aquisição de serviço de transporte por estabelecimento industrial;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.
2353;2.353 - Aquisição de serviço de transporte por estabelecimento comercial;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.
2354;2.354 - Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.
2355;2.355 - Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.
2356;2.356 - Aquisição de serviço de transporte por estabelecimento de produtor rural;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.
2401;2.401 - Compra p/ industrialização ou produção rural de mercadoria sujeita a ST;"Compra de mercadoria, sujeita ao regime de substituição tributária, a ser utilizada em processo de industrialização ou produção rural, bem como compra, por estabelecimento industrial ou produtor rural de cooperativa, de mercadoria sujeita ao mencionado regime.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2403;2.403 - Compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.
2406;2.406 - Compra de bem p/ o ativo imobilizado cuja mercadoria está sujeita a ST;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
2407;2.407 - Compra de mercadoria p/ uso ou consumo cuja mercadoria está sujeita a ST;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
2408;2.408 - Transferência p/ industrialização ou produção rural de mercadoria sujeita a ST;"Entrada de mercadoria, sujeita ao regime de substituição tributária, recebida em transferência de outro estabelecimento da mesma empresa, para ser industrializada ou consumida na produção rural no estabelecimento destinatário.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2409;2.409 - Transferência p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.
2410;2.410 - Devolução de venda de produção do estabelecimento, quando o produto sujeito a ST;"Devolução de produto industrializado ou produzido pelo estabelecimento, cuja saída tenha sido classificada como ""Venda de produção do estabelecimento quando o produto estiver sujeito ao regime de substituição tributária"".(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2411;2.411 - Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST;Devolução de vendas de mercadoria adquirida ou recebida de terceiro, cuja saída tenha sido classificada como “Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária”.
2414;2.414 - Retorno de produção do estabelecimento, remetida p/ venda fora do estabelecimento, quando o produto sujeito a ST;"Entrada, em retorno, de produto industrializado ou produzido pelo estabelecimento sujeito ao regime de substituição tributária, remetido para venda fora do estabelecimento, inclusive por meio de veículo, e não comercializado.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2415;2.415 - Retorno de mercadoria adquirida ou recebida de terceiros, remetida p/ venda fora do estabelecimento em operação com mercadoria sujeita a ST;Entrada, em retorno, de mercadoria sujeita ao regime de substituição tributária,adquirida ou recebida de terceiro remetida para venda fora do estabelecimento, inclusive por meio de veículo, e não comercializada.
2451;2.451 - Entrada de animal - Sistema de Integração e Parceria Rural;"Classificam-se neste código as entradas de animais pelo sistema integrado e de produção animal, para criação, recriação ou engorda,inclusive em sistema de confinamento. Também serão classificadas neste código as entradas do sistema de integração e produçãoanimal decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
2452;2.452 - Entrada de insumo - Sistema de Integração e Parceria Rural;"Classificam-se neste código as entradas de insumos pelo sistema integrado e de produção animal, para criação, recriação ou engorda,inclusive em sistema de confinamento. Também serão classificadas neste código as entradas do sistema de integração e produçãoanimal decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
2453;2.453 -  Retorno do animal ou da produção - Sistema de Integração e Parceria Rural;Classificam-se neste código as entradas referentes ao retorno da produção, bem como dos de animais criados, recriados ou engordados pelo produtor no sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “6.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural”. Também serão classificados neste código os retornos do sistema de integração e produção animal decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.
2454;2.454 - Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as entradas referentes ao retorno simbólico da produção, bem como dos de animais criados, recriados ou engordados pelo produtor no sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “6.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural.
2455;2.455 - Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural;Classificam-se neste código os retornos de insumos não utilizados pelo produtor na criação, recriação ou engorda de animais pelo sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “6.455 - Retorno de insumos não utilizados na produção – Sistema de Integração e Parceria Rural”, inclusive as operações entre cooperativa singular e cooperativa central
2456;2.456 - Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural;"Classificam-se neste código as entradas da parcela da produção do produtor realizadas em sistema de integração e produção animal,quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as entradas decorrentes de “ato cooperativo”,inclusive as operações entre cooperativa singular e cooperativa central.”"
2501;2.501 - Entrada de mercadoria recebida com fim específico de exportação;Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.
2503;2.503 - Entrada decorrente de devolução de produto industrializado pelo estabelecimento, remetido com fim específico de exportação;"Devolução de produto industrializado ou produzido pelo estabelecimento, remetido a ""trading company"", a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cuja saída tenha sido classificada no código ""6.501 – Remessa de produção do estabelecimento com fim específico de exportação"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2504;2.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.
2505;2.505 - Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento;Classificam-se neste código as devoluções simbólicas ou físicas de mercadorias, bem como o retorno de mercadorias não entregues, remetidas para formação de lote de exportação, cujas saídas tenham sido classificadas no código “6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento”
2506;2.506 - Entrada decorrente de devolução de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação;Classificam-se neste código as devoluções simbólicas ou físicas de mercadorias, bem como o retorno de mercadorias não entregues, remetidas para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuadas pelo estabelecimento depositário, cujas saídas tenham sido classificadas no código “6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação”.
2551;2.551 - Compra de bem p/ o ativo imobilizado;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.
2552;2.552 - Transferência de bem do ativo imobilizado;Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.
2553;2.553 - Devolução de venda de bem do ativo imobilizado;Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 6.551 - Venda de bem do ativo imobilizado.
2554;2.554 - Retorno de bem do ativo imobilizado remetido p/ uso fora do estabelecimento;Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.
2555;2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido p/ uso no estabelecimento;Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.
2556;2.556 - Compra de material p/ uso ou consumo;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.
2557;2.557 - Transferência de material p/ uso ou consumo;Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.
2603;2.603 - Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.
2651;2.651 - Compra de combustível ou lubrificante p/ industrialização subseqüente;Compra de combustível ou lubrificante a ser utilizados em processo de industrialização do próprio produto. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
2652;2.652 - Compra de combustível ou lubrificante p/ comercialização;"Compra de combustível ou lubrificante a ser comercializados.(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
2653;2.653 - Compra de combustível ou lubrificante por consumidor ou usuário final;"Compra de combustível ou lubrificante, a ser consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviço ou por usuário final.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
2657;2.657 - Retorno de remessa de combustível ou lubrificante para venda fora do estabelecimento;Classificam-se neste código as entradas em retorno de combustível ou lubrificante remetidos para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializados
2658;2.658 - Transferência de combustível ou lubrificante p/ industrialização;Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser utilizados em processo de industrialização do próprio produto. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
2659;2.659 - Transferência de combustível ou lubrificante p/ comercialização;Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser comercializados. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
2660;2.660 - Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante destinados à industrialização subseqüente"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
2661;2.661 - Devolução de venda de combustível ou lubrificante destinados à comercialização;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante para comercialização"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
2662;2.662 - Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante por consumidor ou usuário final"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
2663;2.663 - Entrada de combustível ou lubrificante p/ armazenagem;Entrada de combustível ou lubrificante para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
2664;2.664 - Retorno de combustível ou lubrificante remetidos p/ armazenagem;Entrada, ainda que simbólica, por retorno de combustível ou lubrificante, remetidos para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
2901;2.901 - Entrada p/ industrialização por encomenda;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.
2902;2.902 - Retorno de mercadoria remetida p/ industrialização por encomenda;Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.
